Toronto,59
Boston,55
Philadelphia,52
Cleveland,50
Indiana,48
Miami,44
Milwaukee,44
Washington,43
Detroit,39
Charlotte,36
New York,29
Brooklyn,28
Chicago,27
Orlando,25
Atlanta,24
Houston,65
Golden State,58
Portland,49
Oklahoma City,48
Utah,48
New Orleans,48
San Antonio,47
Minnesota,47
Denver,46
LA Clippers,42
LA Lakers,35
Sacramento,27
Dallas,24
Memphis,22
Phoenix,21
